Village,District,State,Year,Total_Net_Area,Total_Production,Fields_Count,Yield_std,Yield_min,Yield_max,NDVI_S1,NDVI_S2,NDVI_S3,NDVI_S4,NIR_S1,NIR_S2,NIR_S3,NIR_S4,RED_S1,RED_S2,RED_S3,RED_S4,VH_S1,VH_S2,VH_S3,VH_S4,VV_S1,VV_S2,VV_S3,VV_S4,Kg_per_Hectare
gopalpura,pratapgarh,rajasthan,2024.0,0.495,471.4598211,5.0,22.3486384439858,918.108,977.154,0.255141506866089,0.310781341611358,0.305654874611687,0.194621143997149,0.307456077075493,0.376012357947032,0.335710560826854,0.322597536486725,0.179757727618159,0.19457655254247,0.174842363638184,0.21657215628482,-19.4212597984506,-19.0617826059093,-18.8028259638154,-20.1816195484428,-10.9246330005693,-11.7745597902373,-11.7257351070338,-11.6908755809085,952.444083030303
goutameshwar,pratapgarh,rajasthan,2022.0,0.102,67.470042,1.0,46.01483634756405,661.471,661.471,0.217457587429549,0.361489161766648,0.372353860060302,0.312526059139497,0.284196105060879,0.366773716808165,0.371462418487249,0.359914450249655,0.176863981098492,0.164313562414353,0.161626184132185,0.184079064202121,-19.3894743784171,-18.8600275230187,-18.3653648057333,-18.5058812199256,-10.67849958549,-11.8241136230812,-11.5146684130414,-11.5145597172204,661.471
goutameshwar,pratapgarh,rajasthan,2023.0,0.0988,72.9999608,1.0,46.01483634756405,738.866,738.866,0.248131304688141,0.402099352475202,0.391257044482354,0.296922950804817,0.305516967993448,0.385142231338701,0.402921494817838,0.362696651771231,0.178655336509836,0.152079578606643,0.170783420857813,0.192781827263848,-21.2664544555289,-18.0526919929221,-17.978388643539,-18.1881692355088,-8.99938032107269,-10.9733251566593,-11.1398728354912,-10.7207143256305,738.866
goutameshwar,pratapgarh,rajasthan,2024.0,0.1026,103.3399512,1.0,46.01483634756405,1007.212,1007.212,0.240478921484599,0.362993518609867,0.360998866533547,0.24049313502152,0.296238301164017,0.391363042874918,0.360913878762578,0.343143025272892,0.174805459889426,0.176969921353978,0.162167984319625,0.207271067596515,-19.3670332278568,-18.5804684547143,-18.3492434561852,-18.9504000773172,-10.5094583964883,-11.6637316789942,-11.6215617847714,-11.404767259673,1007.212
haripura,pratapgarh,rajasthan,2021.0,0.3585,274.0998347,6.0,64.259640113112,694.845,850.166,0.302807356690257,0.665302555933061,0.435850231879822,0.233936087884056,0.312026161668488,0.338075581863382,0.402466305743944,0.326156752359557,0.150727291937785,0.0633924328030172,0.153956807212854,0.200861874993435,-18.6805162072461,-17.6189464546218,-18.1559010212933,-19.8603182220932,-10.9285251395668,-11.7728411431223,-11.8998144874792,-12.6523701829082,764.574155369595
haripura,pratapgarh,rajasthan,2022.0,0.6043,394.7398056,6.0,55.4444821228106,624.284,764.735,0.316948721929692,0.518597529885027,0.477226026618627,0.342349074496081,0.324024654270069,0.455507815358177,0.423045160899054,0.379689217989849,0.157631463600484,0.13999809499141,0.145082090042754,0.182085484408146,-19.3070127572234,-18.1694217751984,-17.6179797902576,-19.09688213077,-11.5121066924146,-12.6831586941588,-12.5144045423738,-12.4916938604452,653.218278338574
haripura,pratapgarh,rajasthan,2023.0,0.8867,648.6795066,9.0,18.2483340266995,711.133,762.678,0.400768909169911,0.44024960535429,0.471312071143413,0.301219295840242,0.408607428810144,0.40520269528231,0.4375184273536,0.354228772671878,0.164483032221823,0.150852312003792,0.153996043379844,0.188249047707462,-17.1761231494953,-17.1156351097087,-18.5376100248308,-19.4512662505581,-10.2877291189551,-11.2178381802755,-13.0629951313734,-12.894505302494,731.565926017819
haripura,pratapgarh,rajasthan,2024.0,0.9951,899.7496092,10.0,55.5554678801086,847.094,1021.233,0.351499415238488,0.500756813875884,0.285589957881497,0.158950807062851,0.353179189289275,0.470850896202586,0.316975782303223,0.294594392105868,0.15821326155536,0.153075194197273,0.173741251339569,0.212963545969198,-19.3245040919334,-18.3181906204086,-18.9090839744289,-20.9248634161219,-11.3810700785181,-12.3905938578573,-12.255611105445,-12.5105290835542,904.18009164908
hathuniya,pratapgarh,rajasthan,2021.0,0.06,39.79998,1.0,46.01483634756405,663.333,663.333,0.195797909109008,0.522969604205761,0.386470261035407,0.287630849525757,0.250025630577292,0.262743176761294,0.376431404601954,0.342474276855096,0.160254712740362,0.0746128528191482,0.158021498578238,0.186077126094099,-19.938316725712,-18.4124948386499,-18.7763034931846,-18.9570240471841,-11.7999987299242,-11.8216926942828,-12.3646352015521,-12.1791416806847,663.333
hathuniya,pratapgarh,rajasthan,2022.0,0.5985,349.8799449,6.0,38.7387438864505,529.026,642.46,0.199089837140827,0.372542695107668,0.404781693401714,0.371471896467114,0.260920776510172,0.363170429131805,0.385882486161894,0.386382662412867,0.166647873477456,0.154145363378415,0.152555666594877,0.168855038744651,-20.2781775291347,-19.15937100125,-18.605888400849,-18.5290927692021,-12.0712163806844,-12.8939780572207,-12.9506748980632,-12.2942149604942,584.594728320802
hathuniya,pratapgarh,rajasthan,2023.0,1.1072,698.6801422,12.0,36.8753894610147,579.659,690.798,0.313036768971457,0.428788808367635,0.40546097547242,0.351608085451919,0.342891806885215,0.411987221168831,0.403656424227924,0.369990786294555,0.173187067868423,0.156132757350295,0.157399483424155,0.166748861681534,-17.5402655012016,-17.8164307317985,-18.9714229568747,-18.707039762937,-10.2228287968371,-11.6908047046464,-13.1613166734182,-12.5841242593414,631.033365426301
hathuniya,pratapgarh,rajasthan,2024.0,0.3856,389.4896487,4.0,117.106023521067,880.991,1110.84,0.2066492312609,0.371617652039517,0.378490289984914,0.264670500612731,0.26870051690894,0.392809245845388,0.360908253588216,0.346998696074375,0.169033957339815,0.169270970562712,0.158083627279895,0.199829721547062,-20.3815654615824,-18.8853891061668,-18.2174488298035,-18.3374542179036,-11.8520763995449,-12.1775001757963,-12.1161885409775,-11.5899196394565,1010.08726322614
hingoriya,pratapgarh,rajasthan,2021.0,0.0595,30.449958,1.0,46.01483634756405,511.764,511.764,0.240744152226914,0.462667089008623,0.351882225134056,0.222851927268441,0.261493237281728,0.25759680472141,0.315614230521824,0.304404730918505,0.154783836981372,0.0940051154528496,0.145084069448942,0.18947836935987,-18.0534803278226,-17.8979724011499,-19.2218750459331,-19.2216051737551,-10.081113046351,-10.511889655525,-11.9084960151191,-11.4514261929613,511.764
hingoriya,pratapgarh,rajasthan,2022.0,0.2032,110.5899479,2.0,69.9222540576317,495.432,594.317,0.259806629404649,0.349866249569937,0.359694281865514,0.293163935604887,0.288469184349053,0.340309056359409,0.33616567459206,0.331899990821481,0.165609626632008,0.160287471802041,0.152533440301968,0.17663107095072,-18.5129921260711,-18.5230847234919,-18.4275149359913,-18.2794854055395,-10.5762053303098,-11.35991739718,-11.5162680504325,-11.1633752155069,544.241869586614
hingoriya,pratapgarh,rajasthan,2023.0,0.5046,338.7198381,5.0,73.6183676455815,603.535,784.863,0.302782764582607,0.400821472696458,0.358147885756079,0.259013376073677,0.314676857934007,0.367284930442286,0.357235061781327,0.315228345145821,0.166057069729621,0.150893042111405,0.163882615553637,0.181458350703639,-17.617858178673,-17.7179194469079,-17.791017335596,-18.2921826967058,-10.0776348032544,-10.7097539749336,-10.8104729972779,-10.9694043783152,671.264046967895
hingoriya,pratapgarh,rajasthan,2024.0,0.2017,194.3499258,2.0,44.7817795593252,931.313,994.644,0.272397148438823,0.312445032301311,0.333799946496401,0.247097867158354,0.296604057970722,0.361487709873071,0.33236540117612,0.321730220707908,0.165692355674746,0.186947993491872,0.161163301272747,0.19103301412199,-18.4009429378061,-18.2211993558116,-18.2371223215176,-18.7138006562561,-10.358620048857,-11.050165164135,-11.3658164643824,-11.0395747614644,963.559374318294
jahajpur,pratapgarh,rajasthan,2021.0,0.1192,103.1399688,2.0,54.1954921372618,826.689,903.333,0.211816153325588,0.553575685985443,0.410398570741215,0.256719297407403,0.269049035842188,0.272745997201399,0.394640811882628,0.34433104199181,0.169527040341325,0.0718715809325133,0.158650631263754,0.20191607301958,-19.5391766375209,-18.4268911270765,-18.8285789433193,-19.7373423234381,-10.7416959539631,-10.7462482627242,-12.4270551270986,-12.5655447016101,865.268194630872
jahajpur,pratapgarh,rajasthan,2022.0,0.4706,316.3199783,5.0,27.6991404613934,643.587,704.682,0.231492944066937,0.413897659122122,0.422124432063746,0.373271573941247,0.291728931306453,0.393997801763617,0.407591886601555,0.397066310675409,0.178584950512624,0.158835530317337,0.158509236816529,0.176126627392102,-19.8019683252966,-18.6675541243594,-18.3463445375046,-18.4183903757861,-10.8500593308619,-11.8801148046717,-11.7741733404653,-11.7980073675319,672.163149808755
jahajpur,pratapgarh,rajasthan,2023.0,0.7379,488.8000122,8.0,35.5349979316167,600.303,715.087,0.328883648846636,0.465481394026723,0.436894907713128,0.341819915400889,0.35275625270377,0.432965936596459,0.428668542490436,0.38141045918949,0.174569738828451,0.151268809228127,0.162817259683272,0.184172208796079,-16.9987633312868,-17.5062789440352,-18.2208603890756,-18.2888892238089,-9.21308907154261,-11.1510354135652,-12.0209286358758,-11.2930402531177,662.420398699011
jahajpur,pratapgarh,rajasthan,2024.0,0.7857,707.339616,8.0,40.8763087022911,843.687,955.208,0.253581470621055,0.419645823664345,0.392243142271362,0.250622289850813,0.303594263185605,0.425383576345797,0.374561958405022,0.352212729072578,0.175912115865857,0.168150669622521,0.158617607819273,0.209948087121359,-19.5336199479777,-18.1791298791298,-17.8935936166306,-18.7389155846392,-10.5325623479073,-11.3408666051176,-11.6017472711352,-11.4533635964299,900.266788850706
jajali,pratapgarh,rajasthan,2022.0,1.0826,719.5300295,11.0,35.1537357021723,604.926,715.51,0.2055912695615,0.404776246078298,0.429163384280214,0.406663838747481,0.27132581427846,0.375022550375685,0.397525724078367,0.397375502306265,0.174471160737313,0.151683797322695,0.149883713882541,0.160222225565437,-19.5319347944178,-18.4822326961066,-18.4889832752133,-18.4264577435826,-10.6968642783782,-11.8662039621752,-12.0192837630063,-12.0679468192572,664.631470072049
jajali,pratapgarh,rajasthan,2023.0,1.7003,1133.6600884,17.0,70.1512452531399,449.406,761.45,0.247401516869907,0.43117151622923,0.43653459820865,0.376976970385922,0.302991493545749,0.408592669283142,0.419505855015588,0.38076580120713,0.17821112132837,0.153969293351804,0.156874902482945,0.165386601361688,-23.2994529890562,-17.8597678332601,-18.2187689784076,-18.2377758492087,-8.9491768024117,-11.0772618189033,-12.2221571215113,-11.813279854916,666.741215314944
jajali,pratapgarh,rajasthan,2024.0,1.178,1175.8594079,12.0,63.5311209085871,891.113,1127.667,0.204119008175919,0.376048904978356,0.418812621239496,0.304940529857736,0.276498693082265,0.40106288750932,0.38961677900625,0.355289814121095,0.178615375537579,0.175282846267371,0.152427593871917,0.186368193421364,-19.7417045072868,-18.3376959914408,-18.3393376248861,-18.342766831283,-10.4969763778579,-11.1725895071388,-12.0748106114315,-11.7259593704382,998.182858998302
jajli,pratapgarh,rajasthan,2021.0,0.2371,158.4800086,4.0,37.2172630240323,630.298,718.357,0.169328629780985,0.511825668989093,0.416321182155421,0.308065694009692,0.247211594207183,0.229909365641272,0.394091373271218,0.345346037593443,0.170771086528957,0.0688140839442802,0.153847201876675,0.178688744624841,-19.5434149896163,-18.580912624093,-18.7732379074075,-19.059287493252,-10.4719773040692,-10.701500158485,-12.4588016162187,-12.4792783561865,668.409989877689
jakhamiya,pratapgarh,rajasthan,2021.0,0.1816,144.4499296,3.0,59.0496089826173,727.0,831.578,0.203865255584647,0.44417211441012,0.423125619167289,0.26387955883821,0.256693109128716,0.297424122365863,0.379814385271499,0.339893838104122,0.16658597727227,0.109598592100269,0.148780413136232,0.196743745735887,-18.5979416269692,-17.3403908585178,-17.7128050810388,-18.4061545320874,-9.98493964136439,-10.1548994757909,-11.8094764357613,-11.7438488961798,795.429127753304
jakhamiya,pratapgarh,rajasthan,2022.0,0.5929,381.3397358,6.0,15.1626014577534,625.0,669.601,0.268931332296687,0.454721311363789,0.471001507384799,0.429475251216435,0.298774464811859,0.40719947940182,0.410386033991262,0.408142832044903,0.168901512903543,0.14725864683979,0.142007360979425,0.159192131204287,-18.7839994484677,-18.0232511710469,-17.4436768589154,-17.0521784513156,-10.4924815520413,-11.8605941795225,-11.6576095180014,-11.3317876388661,643.177156012818
jakhamiya,pratapgarh,rajasthan,2023.0,0.9994,604.2094508,10.0,49.5748334558753,499.2,655.87,0.361781446334671,0.474954192785483,0.467861684396286,0.354482764447339,0.354552175680671,0.427313159808967,0.432661761200405,0.370677444717013,0.162086216522522,0.146848428130446,0.152240616492674,0.173720334829119,-16.9818894290893,-16.8238795571163,-17.7418482866227,-17.8667938087717,-9.84025577416854,-10.8096362739924,-11.9739802878124,-11.7654369178891,604.57219411647
jakhamiya,pratapgarh,rajasthan,2024.0,0.0977,91.8999418,1.0,46.01483634756405,940.634,940.634,0.235062185879179,0.381122676348027,0.426836165188718,0.273987835270194,0.283267308698039,0.395660979759671,0.391967706441655,0.352720543718457,0.172267316212496,0.173100183827217,0.153441147960165,0.200052149374847,-18.9581334912529,-18.0687904254547,-17.219967491237,-17.7879982219402,-10.1859373797772,-11.258490261359,-11.4288662345313,-10.9748824424035,940.634
jalamindi,pratapgarh,rajasthan,2021.0,0.0626,62.7299576,1.0,46.01483634756405,1002.076,1002.076,0.225267099269266,0.422101969127227,0.301150497686147,0.209949461315787,0.286929408822823,0.255683793127892,0.345390421669863,0.335715042246498,0.177040536688344,0.102071207185063,0.183846382031156,0.220211605463681,-18.0197552346695,-17.5653748341085,-18.2755703971475,-18.2925086951443,-10.0469637612204,-10.007406582877,-11.8820442741043,-11.4059674986065,1002.076
jalamindi,pratapgarh,rajasthan,2022.0,0.2012,128.5199468,2.0,2.86095403668069,636.72,640.766,0.258688991535926,0.363953211174109,0.368108288763509,0.351702324135318,0.329413850123482,0.390201259782301,0.36818417632292,0.389110654888713,0.192828216707501,0.180154055274387,0.165642486089438,0.183888555791349,-18.3285738189015,-18.144999636368,-17.8193304240595,-17.5144434774032,-10.5457730487328,-11.6675715798547,-11.3424333240099,-11.1887949148511,638.767131212724
jalamindi,pratapgarh,rajasthan,2023.0,0.5955,412.8596489,6.0,61.7295128014145,592.007,747.088,0.283289895580668,0.389291216055261,0.369644340341879,0.291725381598875,0.346423505355611,0.395865957188639,0.404433367494903,0.357160040864704,0.192693639680715,0.169555886519708,0.183308531852615,0.195795674211484,-17.5822207639717,-17.5755200842773,-17.7886595472345,-17.5702603466395,-10.0571218766966,-10.88896747703,-11.4674679035116,-11.2161497276301,693.29915852225
jalamindi,pratapgarh,rajasthan,2024.0,0.5972,565.9996639,6.0,88.7738993713806,834.482,1057.228,0.219905558512322,0.322912893786353,0.350635725757998,0.265847242969776,0.310181295885709,0.38936397606865,0.373469129278223,0.364001151153732,0.19633395654365,0.199319720556906,0.177068370631424,0.21166516996023,-18.4002486723038,-18.2125913859827,-17.8444045904864,-17.2872448000489,-10.2902343419577,-11.2609655376454,-11.6171249744778,-10.837516654613,947.755632786336
jalodiyakelukhedaa,pratapgarh,rajasthan,2022.0,0.2027,123.4299073,2.0,3.63947860276715,606.372,611.519,0.23466262877511,0.378543032295855,0.383904794932012,0.347366877265266,0.298449234273763,0.375054714863086,0.363419550738383,0.368192321085972,0.182136411006261,0.164236143037826,0.155875835253855,0.174905532498162,-19.5583792187361,-18.8305193004346,-18.223744996528,-18.3280448154585,-11.0673150571479,-12.1209577999761,-11.8449539519755,-11.8327532663127,608.928995066601
jalodiyakelukhedaa,pratapgarh,rajasthan,2023.0,1.0887,786.1494668,11.0,18.3207778730251,698.505,751.458,0.317698292843376,0.405109417382242,0.398870830638087,0.272924396910928,0.346193627074812,0.394997377461259,0.394277640611973,0.335816927645128,0.175812228071177,0.160346586737478,0.165206595987257,0.190070426523874,-17.8786419740205,-17.6771308267836,-18.2171399086924,-18.823432562491,-10.290254805052,-10.9268299895614,-11.9840568898557,-12.1084023283335,722.099262239368
jalodiyakelukhedaa,pratapgarh,rajasthan,2024.0,1.194,1116.7493901,12.0,79.2050049055193,814.229,1075.257,0.233256556682305,0.37381012624034,0.339086073117534,0.23094086368462,0.295699776985872,0.401753911622809,0.347590029137742,0.337622493037649,0.180325840953404,0.178487979595449,0.167955796993498,0.20973513875608,-19.5794000717153,-18.5803895514581,-18.4180296333258,-19.0849994804498,-10.6364286659546,-11.3156715389894,-11.9491075414202,-11.5214439630225,935.300996733668
jalodiyakelukhedab,pratapgarh,rajasthan,2023.0,0.096,72.579936,1.0,46.01483634756405,756.041,756.041,0.317698292843376,0.405109417382242,0.398870830638087,0.272924396910928,0.346193627074812,0.394997377461259,0.394277640611973,0.335816927645128,0.175812228071177,0.160346586737478,0.165206595987257,0.190070426523874,-17.8786419740205,-17.6771308267836,-18.2171399086924,-18.823432562491,-10.290254805052,-10.9268299895614,-11.9840568898557,-12.1084023283335,756.041
jalodiyakelukhedab,pratapgarh,rajasthan,2024.0,0.7891,759.3994659,8.0,65.6407045644262,867.692,1088.733,0.233256556682305,0.37381012624034,0.339086073117534,0.23094086368462,0.295699776985872,0.401753911622809,0.347590029137742,0.337622493037649,0.180325840953404,0.178487979595449,0.167955796993498,0.20973513875608,-19.5794000717153,-18.5803895514581,-18.4180296333258,-19.0849994804498,-10.6364286659546,-11.3156715389894,-11.9491075414202,-11.5214439630225,962.361507920416
jalodiyakhurd,pratapgarh,rajasthan,2021.0,0.4223,284.599917,7.0,65.2799794620941,546.0,761.601,0.195571484013152,0.500266574531937,0.351320627274135,0.248341870535742,0.257641694640395,0.254107715408409,0.343629763999446,0.326904847612784,0.169524206690512,0.0809115075550486,0.159400342504166,0.194236891143115,-19.0843281681932,-17.8450510692137,-18.7066047365282,-19.3027455016377,-10.6717067787975,-10.4140911752923,-12.1542536275196,-12.0469446071932,673.928290314942
jalodiyakhurd,pratapgarh,rajasthan,2022.0,1.507,902.2793175,15.0,22.7688472077843,553.9,645.956,0.265030659540138,0.42180425096844,0.406673191947297,0.382691851517466,0.307996527630548,0.392938480914154,0.369031560956759,0.382232715421796,0.17484525609747,0.15434069737031,0.150352155516258,0.166608486599914,-19.4788707051073,-18.3729825836064,-17.9166187113502,-18.1235742056489,-11.2460357838396,-12.0003675004285,-11.753426246549,-11.7902865390471,598.72549270073
jalodiyakhurd,pratapgarh,rajasthan,2023.0,1.361,960.1794465,14.0,31.6629712541773,642.658,744.549,0.320466039136293,0.419326142371411,0.431010728553635,0.305737288486414,0.342101392422412,0.399167094263166,0.409094679410376,0.346269857063624,0.171413167032868,0.1569457540499,0.156979316807955,0.181148438644379,-17.8739927277553,-17.4961785740025,-17.88088326637,-18.4568803665308,-10.3560884649406,-10.9052781870276,-11.9070162633851,-11.8607735627945,705.495552167524
jalodiyakhurd,pratapgarh,rajasthan,2024.0,1.1828,1114.9995307,12.0,66.0531993487412,815.151,1079.92,0.240543461828708,0.382254867749756,0.369761348856917,0.272468854712521,0.292937412511832,0.396414148663097,0.363559225668481,0.348740317322455,0.175861225897085,0.17262023170411,0.161970780919403,0.196616196192735,-19.5311367140865,-18.3453954917239,-18.2655443969771,-18.5628245199438,-10.8348714170687,-11.4143105511593,-11.945112040179,-11.3526543809033,942.677993490024
jamalawada,pratapgarh,rajasthan,2022.0,0.203,124.4999551,2.0,4.94196929371268,609.792,616.781,0.269897673609869,0.451957646344307,0.445387077520588,0.397835900454722,0.306890831549289,0.415471869085262,0.396020602096195,0.390710866838917,0.171255757973774,0.151236707635683,0.146200054406451,0.164406359680915,-19.1463883009772,-18.1201589283273,-17.6640173098455,-17.5732808157589,-10.9497724288691,-11.8783057160155,-11.742134244475,-11.4612010737572,613.300271428571
jamalawada,pratapgarh,rajasthan,2023.0,0.4912,345.2797708,5.0,23.5914695070062,661.818,721.341,0.332382390480369,0.457866628368007,0.450644360973346,0.326941129006878,0.345026100028841,0.420225177787248,0.431091579904275,0.356374723415275,0.167778023940566,0.150047978429561,0.158667101716223,0.178402727444175,-17.484273043685,-17.0700103603496,-17.4963742902441,-18.0093910110556,-10.0414636751822,-10.831583365916,-11.6955780960955,-11.6738233642028,702.931129478827
jamalawada,pratapgarh,rajasthan,2024.0,0.6883,598.1996096,7.0,56.000978948076,820.82,968.0,0.219016055675302,0.413059291298387,0.398655321179124,0.279071077341404,0.277810534183998,0.413148324584644,0.374666305693438,0.35918057818799,0.175825235267573,0.1681123465488,0.15703488367286,0.200328060132061,-19.6098397193158,-18.3136805595124,-17.6272443664532,-18.1051052697163,-10.6066945120948,-11.4622570897793,-11.6890654799648,-11.2214448115241,869.097209937527
jhantala,pratapgarh,rajasthan,2021.0,0.0582,30.6999762,1.0,46.01483634756405,527.491,527.491,0.312331334669224,0.437627679510858,0.219844068632141,0.168806460991534,0.321113986478566,0.248861683252666,0.302402554847611,0.306796261869043,0.166842031167633,0.0985844908024999,0.191778609698497,0.218155618168248,-17.9173624613515,-18.0536382777239,-19.1755302116726,-19.07973439807,-10.4322575841372,-10.5565758020792,-12.1283512171715,-11.8477807952947,527.491
jhantala,pratapgarh,rajasthan,2022.0,0.3963,228.8899886,4.0,29.5156903640532,551.499,606.394,0.294332480062776,0.255109754657736,0.272732368926173,0.237783180066639,0.350382522412456,0.34431979384951,0.32170690256852,0.331084666917668,0.191523714028131,0.205369092803811,0.182202845267013,0.203261892740508,-18.5885535657742,-18.6446133510547,-18.6750208540784,-18.6132651576561,-11.3777107972516,-11.8777814614953,-11.6790220999718,-11.5702660456407,577.567470603079
jhantala,pratapgarh,rajasthan,2023.0,0.6859,406.679891,7.0,54.3090914576223,506.871,657.771,0.281368691712687,0.274020603785595,0.240305553733405,0.214592782784533,0.363413951549578,0.320872057384167,0.347752527680121,0.338443018369932,0.205219031520449,0.181146350434144,0.212832023060984,0.219317379109504,-17.9172079630699,-18.2148110845247,-18.3736999660365,-18.5599119449789,-10.8393811877875,-11.3261168677251,-11.3855234609506,-11.8046419238805,592.914260096224
jhantala,pratapgarh,rajasthan,2024.0,0.1046,104.5599382,1.0,46.01483634756405,999.617,999.617,0.314508279022498,0.293193559482983,0.210078251712677,0.172223033142106,0.354238310554279,0.358109480185808,0.293043884324532,0.305958432832576,0.184584633910154,0.196384572614731,0.190702527951151,0.216373231246776,-18.3613491483466,-18.5062439572365,-18.6120628789912,-18.7586711637856,-11.1322278076791,-11.6234586983935,-11.8362239594461,-11.6475849142673,999.617
jivanpura,pratapgarh,rajasthan,2022.0,0.1997,126.4398428,2.0,19.8046467274728,619.18,647.188,0.234528970326838,0.376730714606275,0.390796758989194,0.378561702675929,0.313955547365292,0.395572114962004,0.385401927976688,0.404898794867968,0.194282112480489,0.176398040097897,0.162233639266126,0.176915567045386,-18.9449173715553,-17.7975689594802,-17.6495475411701,-16.9587809143567,-10.6591307232813,-11.4086625483485,-11.4624216093034,-10.8948109132415,633.148937406109
jivanpura,pratapgarh,rajasthan,2023.0,0.3045,204.5098614,3.0,80.9345895214154,592.196,754.065,0.28603859219239,0.396528461992526,0.408211469270402,0.32723841175958,0.343052360247739,0.402196427285152,0.429308807633247,0.373684759690483,0.190997568981726,0.166957160456582,0.175296282792462,0.186862220926245,-17.4680566765533,-17.201706112989,-17.4575428188623,-17.0937016962843,-9.8728105825167,-10.6806462021699,-11.4256708338712,-11.0575012562121,671.625160591133
jivanpura,pratapgarh,rajasthan,2024.0,0.0993,114.5999454,1.0,46.01483634756405,1154.078,1154.078,0.239146849057548,0.371694598725759,0.380823571751851,0.284213941706556,0.312043513637427,0.401030639640164,0.391705894322713,0.366745919542466,0.191668882563423,0.181357665623924,0.169582587007642,0.203051947479876,-18.8586562622488,-17.9355225314905,-17.3521701385749,-16.8751694594777,-10.5104456561262,-11.3857651489196,-11.3653009198942,-10.5232704065784,1154.078
jodhpuriya,pratapgarh,rajasthan,2023.0,0.1964,153.6598874,2.0,14.0297056455223,772.381,792.222,0.410659099074179,0.463619237454435,0.449618581256955,0.279695070317239,0.402782053155793,0.422561817203548,0.427167665540374,0.350771201926591,0.163636941346828,0.151779943486549,0.159590112083548,0.198338991483899,-17.0195086250853,-16.9915204906867,-17.9418981822828,-18.2185245214749,-10.3719619104595,-11.0784203676977,-12.11602941974,-11.7471827576551,782.382318737271
jodhpuriya,pratapgarh,rajasthan,2024.0,0.1984,168.4998451,2.0,15.8879822664806,838.161,860.63,0.27372051379295,0.433115893239462,0.362947592008539,0.215924617755372,0.312910441174834,0.442106456562234,0.35603894458589,0.348170376898954,0.176548156456746,0.169814055353801,0.165579541282209,0.226039830021666,-18.7540290553593,-18.3370899468857,-17.7309634799704,-19.0571357391073,-10.3143030384,-11.8462342287397,-11.7764782321399,-11.3391976148663,849.293574092742
kachanara,pratapgarh,rajasthan,2021.0,0.059,35.580009,1.0,46.01483634756405,603.051,603.051,0.271075317804688,0.567763470722349,0.35595861227809,0.21904813992425,0.297725889002106,0.298826274398555,0.365001533610677,0.323982538611119,0.161005862931401,0.0773510982551007,0.167602308876551,0.205593460339194,-18.8140968202073,-17.8235838863957,-18.6904097483022,-20.0649233785985,-11.088263641058,-11.1774790769849,-12.0506942477328,-12.5524038041808,603.051
kachanara,pratapgarh,rajasthan,2022.0,0.6955,469.7098518,7.0,59.2186290746095,616.912,776.846,0.261843189543303,0.416846831853261,0.385606153888152,0.299573932956174,0.302000920694109,0.400414586481591,0.386708356248141,0.362483837232818,0.171801274279435,0.159670027035585,0.164608836857594,0.191163892801336,-19.4900917064397,-18.6042295357188,-18.2319386293185,-18.9847027065656,-11.4944412218479,-12.3644636920379,-12.3282022103791,-12.0968750023811,675.355646010065
kachanara,pratapgarh,rajasthan,2023.0,0.2922,179.9299696,3.0,19.7421481185137,594.1,632.328,0.361958158977569,0.420525270943106,0.398236758937076,0.285938235686615,0.378974987099252,0.402145145298401,0.400361255479839,0.353262658748887,0.171492494927255,0.157919991353045,0.16767218668395,0.193602832345546,-16.9406074998253,-17.5949039151902,-18.9876510702822,-19.2378495812118,-9.87775025926413,-11.4009964606402,-12.702599222999,-12.4198320650052,615.776761122519
kadiyawad,pratapgarh,rajasthan,2021.0,0.4193,404.1399998,7.0,149.762537192972,829.95,1266.554,0.224331570083839,0.569833468737447,0.378146078988876,0.223376697192874,0.2613465607597,0.270168416762316,0.36852965427846,0.323907087940718,0.161582371941617,0.0711289165721261,0.161277461177214,0.203023881124213,-18.8023487251897,-18.0568584092213,-19.0179027770601,-19.7217308313826,-10.4812205387283,-10.8819644129043,-12.3328274440592,-12.1844147326227,963.844502265681
kadiyawad,pratapgarh,rajasthan,2022.0,0.8927,626.2200171,9.0,100.221293492202,623.203,948.592,0.271196705054024,0.389932500222914,0.406790399928635,0.328929960084958,0.304741025405143,0.380605209472222,0.397111395940829,0.372177670425506,0.171005822593398,0.163718571018532,0.162744914674146,0.183397195101507,-19.0655458168291,-18.8731227053585,-18.3767559756003,-18.3847542177065,-11.0675044018146,-12.1543504520454,-12.070977566079,-11.6844363296277,701.489881371121
kadiyawad,pratapgarh,rajasthan,2023.0,1.4407,995.279874,15.0,54.1566806326132,599.22,809.64,0.281322676450721,0.368858535830095,0.373399146540878,0.276563797397047,0.341245873627312,0.369056332887181,0.389422896479323,0.34584023616407,0.189658256270791,0.164128004478348,0.1729856786986,0.192028017891602,-18.2408667171622,-18.4287096564404,-18.2450829141644,-19.0982360096567,-10.5819633698008,-11.2634640672524,-11.5951697854437,-11.918927685676,690.830758658985
kadiyawad,pratapgarh,rajasthan,2024.0,1.1807,1142.529524,12.0,74.8331620685763,855.273,1107.56,0.271645304594397,0.322469068598144,0.314064233384994,0.209627080304747,0.319313933353447,0.379951747014057,0.338742661943306,0.324572984259361,0.181432973548427,0.192400336261907,0.172925048039576,0.210414508897837,-19.01143773516,-18.8282581165519,-19.0439255692229,-19.9948428579444,-10.8314504881439,-11.8297585826713,-12.159205187399,-11.9517609290774,967.67131701533
